loan_sequence_no,monthly_reporting_period,curr_actual_upb,curr_loan_delinquency_status,loan_age,remaining_months_to_legal_maturity,curr_interest_rate,curr_deferred_upb
F116Q1146528,201604,233000.0,0,0,180,3.0,0
F116Q1146544,201606,99000.0,0,2,238,3.75,0
F116Q1146545,201608,191000.0,0,5,235,3.625,0
F116Q1146595,201605,89000.0,0,1,359,4.375,0
F116Q1146601,201611,88560.38,0,8,352,4.625,0
F116Q1146602,201610,69614.55,1,7,353,4.25,0
F116Q1146613,201612,138158.66,1,10,350,4.25,0
F116Q1146658,201610,388802.78,1,7,353,4.375,0
F116Q1146669,201605,379000.0,1,2,358,3.875,0
F116Q1146669,201611,376001.33,1,8,352,3.875,0
F116Q1146669,201612,374854.02,1,9,351,3.875,0
F116Q1146741,201609,268000.0,1,5,355,4.625,0
F116Q1146741,201612,267043.36,1,8,352,4.625,0
F116Q1146744,201612,406446.84,0,8,352,3.875,0
F116Q1146817,201610,164328.84,1,7,353,4.375,0
F116Q1146844,201609,356000.0,1,6,354,4.5,0
F116Q1146844,201610,355293.57,1,7,353,4.5,0
F116Q1146844,201611,355293.57,1,8,352,4.5,0
F116Q1146844,201612,354811.23,1,9,351,4.5,0
F116Q1146925,201611,411137.16,1,7,353,3.625,0
F116Q1146941,201607,236000.0,0,4,356,4.5,0
F116Q1147011,201606,260000.0,1,2,178,3.5,0
F116Q1147017,201607,129000.0,0,4,356,3.875,0
F116Q1147050,201607,589000.0,1,5,355,4.75,0
F116Q1147050,201609,587329.77,1,7,353,4.75,0
F116Q1147055,201605,320000.0,0,1,359,4.5,0
F116Q1147065,201606,267000.0,0,3,357,4.75,0
F116Q1147114,201609,409000.0,0,5,354,3.75,0
F116Q1147155,201611,411525.67,1,9,351,4.5,0
F116Q1147159,201606,278000.0,1,2,238,3.875,0
F116Q1147229,201610,223000.0,1,6,354,4.125,0
F116Q1147229,201612,223081.45,1,8,352,4.125,0
F116Q1147234,201610,404474.7,0,7,353,3.99,0
F116Q1147245,201603,416000.0,0,0,360,4.0,0
F116Q1147248,201612,507423.16,1,8,352,3.99,0
F116Q1147249,201605,230000.0,0,1,359,3.99,0
F116Q1147254,201608,312000.0,0,4,356,3.99,0
F116Q1147318,201611,258340.74,1,7,353,4.0,0
F116Q1147329,201610,175672.58,1,7,353,4.25,0
F116Q1147336,201608,353000.0,1,4,356,4.375,0
F116Q1147360,201604,111000.0,0,0,360,4.0,0
F116Q1147376,201610,196000.0,1,6,354,3.875,0
F116Q1147396,201607,201000.0,1,4,296,4.75,0
F116Q1147398,201605,415000.0,0,1,359,4.25,0
F116Q1147416,201604,315000.0,0,0,360,4.5,0
F116Q1147484,201607,101000.0,0,3,357,4.75,0
F116Q1147552,201607,248000.0,0,3,357,4.125,0
F116Q1147556,201610,413000.0,1,6,354,4.125,0
F116Q1147567,201607,269000.0,1,3,177,3.375,0
F116Q1147580,201606,236000.0,0,2,358,3.75,0
F116Q1147627,201608,222000.0,0,4,356,3.75,0
F116Q1147687,201606,565000.0,0,4,356,4.25,0
F116Q1147706,201606,185000.0,0,2,358,3.99,0
F116Q1147721,201607,211000.0,0,3,357,4.125,0
F116Q1147832,201607,289000.0,0,3,177,3.25,0
F116Q1147858,201610,512097.63,1,8,352,4.625,0
F116Q1147864,201605,163000.0,0,1,359,3.5,0
F116Q1147866,201610,348000.0,0,6,354,4.125,0
F116Q1147870,201609,225000.0,1,5,355,4.5,0
F116Q1147897,201604,136000.0,0,1,179,3.5,0
F116Q1147943,201606,288000.0,1,2,358,3.75,0
F116Q1147943,201607,288000.0,1,3,357,3.75,0
F116Q1147943,201608,288000.0,1,4,356,3.75,0
F116Q1147943,201609,0.0,1,5,355,3.75,0
F116Q1147945,201607,74000.0,0,3,357,3.625,0
F116Q1147971,201603,244000.0,0,0,360,3.99,0
F116Q1148021,201611,195210.84,0,7,353,3.625,0
F116Q1148055,201609,406000.0,0,5,355,3.625,0
F116Q1148072,201608,357000.0,0,5,355,3.75,0
F116Q1148108,201604,276000.0,0,0,240,3.5,0
F116Q1148111,201611,378577.34,1,9,351,4.375,0
F116Q1148120,201606,165000.0,1,2,358,3.75,0
F116Q1148122,201612,124469.22,0,10,350,3.75,0
F116Q1148125,201611,375325.49,0,9,351,4.375,0
F116Q1148134,201605,469000.0,1,2,358,3.875,0
F116Q1148144,201612,244978.87,1,8,352,3.75,0
F116Q1148199,201604,298000.0,0,0,360,3.625,0
F116Q1148244,201610,202000.0,0,6,354,4.0,0
F116Q1148264,201607,147000.0,0,3,357,4.125,0
F116Q1148276,201608,248000.0,0,4,356,3.75,0
F116Q1148279,201609,286000.0,0,5,355,3.625,0
F116Q1148323,201612,218149.42,0,9,351,3.875,0
F116Q1148326,201608,180000.0,1,4,355,3.625,0
F116Q1148441,201609,159000.0,0,5,354,3.75,0
F116Q1148489,201605,125000.0,0,2,358,3.75,0
F116Q1148542,201611,156078.04,1,7,353,4.875,0
F116Q1148568,201610,140999.02,1,7,354,4.75,0
F116Q1148568,201612,140633.06,1,9,352,4.75,0
F116Q1148640,201607,86000.0,1,5,355,5.125,0
F116Q1148656,201607,84000.0,0,5,355,5.125,0
F116Q1148706,201607,258000.0,0,3,357,3.5,0
F116Q1148738,201609,250000.0,1,5,355,4.5,0
F116Q1148738,201610,250000.0,1,6,354,4.5,0
F116Q1148738,201611,249656.07,1,7,353,4.5,0
F116Q1148738,201612,249322.27,1,8,352,4.5,0
F116Q1148739,201610,189000.0,1,6,354,4.625,0
F116Q1148747,201606,181000.0,0,2,358,4.0,0
F116Q1148754,201606,261000.0,1,2,118,3.0,0
F116Q1148775,201610,166000.0,0,6,354,3.75,0
F116Q1148792,201607,82000.0,1,4,176,4.5,0
F116Q1148820,201606,58000.0,0,2,178,2.875,0
F116Q1148823,201610,400000.0,0,6,354,3.75,0
F116Q1148829,201610,182000.0,0,6,174,3.0,0
F116Q1148855,201608,264000.0,1,5,355,4.5,0
F116Q1148855,201612,261811.75,1,9,351,4.5,0
F116Q1148865,201604,327000.0,0,0,360,3.75,0
F116Q1148906,201606,562000.0,1,2,358,4.25,0
F116Q1148929,201607,225000.0,1,3,357,4.25,0
F116Q1148931,201609,403000.0,1,6,354,4.625,0
F116Q1148980,201609,258000.0,0,5,175,3.25,0
F116Q1148996,201607,222000.0,0,3,357,4.25,0
F116Q1149001,201609,183000.0,0,5,355,3.875,0
F116Q1149021,201611,141623.31,0,7,353,4.5,0
F116Q1149037,201607,415000.0,0,3,357,3.5,0
F116Q1149054,201612,346888.18,0,8,172,2.99,0
F116Q1149106,201610,190000.0,0,6,354,4.375,0
F116Q1149111,201612,132578.8,0,8,352,3.625,0
F116Q1149133,201611,224584.18,0,7,353,3.75,0
F116Q1149142,201608,124000.0,0,4,355,4.0,0
F116Q1149172,201612,431995.6,1,9,352,4.125,0
F116Q1149179,201606,187000.0,0,2,358,4.0,0
F116Q1149181,201609,180000.0,1,5,355,4.0,0
F116Q1149192,201604,132000.0,0,1,239,3.75,0
F116Q1149207,201606,270000.0,1,2,358,4.75,0
F116Q1149238,201612,155150.28,1,8,352,4.75,0
F116Q1149308,201610,187000.0,1,6,354,4.0,0
F116Q1149308,201611,186443.4,1,7,353,4.0,0
F116Q1149308,201612,186166.94,1,8,352,4.0,0
F116Q1149392,201608,229000.0,0,4,356,3.429,0
F116Q1149462,201606,381000.0,0,2,358,4.0,0
F116Q1149464,201604,261000.0,0,0,360,4.0,0
F116Q1149494,201611,107028.21,1,7,173,3.0,0
F116Q1149507,201611,66323.94,1,7,353,3.625,0
F116Q1149507,201612,66219.42,1,8,352,3.625,0
F116Q1149512,201606,299000.0,0,2,358,3.5,0
F116Q1149515,201605,99000.0,0,1,359,4.125,0
F116Q1149533,201607,219000.0,1,3,357,3.875,0
F116Q1149569,201608,207000.0,1,4,356,4.625,0
F116Q1149569,201609,207000.0,1,5,355,4.625,0
F116Q1149569,201610,206000.0,0,6,354,4.625,0
F116Q1149585,201603,69000.0,0,0,360,4.125,0
F116Q1149637,201608,226000.0,0,5,355,3.75,0
F116Q1149648,201611,174499.52,1,8,352,5.0,0
F116Q1149659,201605,398000.0,0,1,359,4.5,0
F116Q1149665,201608,406000.0,1,5,175,3.25,0
F116Q1149676,201611,265147.81,1,7,353,3.75,0
F116Q1149677,201610,151791.12,1,7,353,4.0,0
F116Q1149677,201611,151567.12,1,8,352,4.0,0
F116Q1149677,201612,151342.37,1,9,351,4.0,0
F116Q1149682,201611,350953.52,1,8,352,4.125,0
F116Q1149707,201608,582000.0,1,4,356,4.625,0
F116Q1149707,201609,582000.0,1,5,355,4.625,0
F116Q1149707,201610,580000.0,1,6,354,4.625,0
F116Q1149707,201611,579417.41,1,7,353,4.625,0
F116Q1149707,201612,578652.12,1,8,352,4.625,0
F116Q1149732,201608,257000.0,1,5,355,4.25,0
F116Q1149738,201606,100000.0,0,3,357,3.875,0
F116Q1149813,201612,311741.53,0,8,352,4.5,0
F116Q1149818,201612,270937.22,0,8,352,4.25,0
F116Q1149829,201608,414000.0,1,5,355,4.5,0
F116Q1149829,201611,413112.58,1,8,352,4.5,0
F116Q1149839,201608,298000.0,1,5,355,4.25,0
F116Q1149879,201611,617597.44,0,7,353,3.625,0
F116Q1149886,201606,159000.0,0,2,358,3.875,0
F116Q1149912,201612,215245.57,1,9,351,3.75,0
F116Q1149938,201609,156000.0,1,5,355,4.625,0
F116Q1149938,201610,156000.0,1,6,354,4.625,0
F116Q1149938,201611,155667.98,1,7,353,4.625,0
F116Q1149938,201612,155667.98,1,8,352,4.625,0
F116Q1149940,201611,211425.24,1,8,292,4.75,0
F116Q1149960,201611,328132.49,0,7,352,4.125,0
F116Q1149986,201607,179000.0,0,3,357,4.125,0
F116Q1150002,201612,50052.57,1,8,172,3.625,0
F116Q1150013,201608,314000.0,1,4,355,4.0,0
F116Q1150013,201609,312000.0,1,5,354,4.0,0
F116Q1150013,201612,311305.61,1,8,351,4.0,0
F116Q1150056,201611,257579.47,0,7,353,4.125,0
F116Q1150105,201610,398000.0,1,6,354,3.99,0
F116Q1150105,201611,397679.01,1,7,353,3.99,0
F116Q1150105,201612,397093.93,1,8,352,3.99,0
F116Q1150182,201609,203762.9,0,7,293,4.0,0
F116Q1150217,201605,415000.0,0,3,357,4.125,0
F116Q1150243,201611,360732.6,1,8,352,4.125,0
F116Q1150246,201606,383000.0,0,2,238,3.625,0
F116Q1150255,201610,166362.46,0,7,353,4.25,0
F116Q1150296,201604,152000.0,0,1,359,4.375,0
F116Q1150299,201605,399000.0,1,2,358,4.375,0
F116Q1150299,201610,396186.85,0,7,353,4.375,0
F116Q1150306,201611,186265.07,0,8,172,3.125,0
F116Q1150315,201612,51665.22,1,8,352,4.25,0
F116Q1150323,201610,55000.0,1,6,354,3.6,0
F116Q1150332,201606,27000.0,1,4,356,4.5,0
F116Q1150351,201604,94000.0,0,1,359,4.375,0
F116Q1150358,201606,100000.0,1,4,356,4.5,0
F116Q1150376,201606,104000.0,1,3,357,4.5,0
F116Q1150402,201608,265000.0,0,4,356,3.875,0
F116Q1150423,201607,255000.0,0,3,357,3.875,0
F116Q1150437,201609,96000.0,1,5,235,4.75,0
F116Q1150443,201606,99000.0,1,3,117,3.125,0
F116Q1150443,201607,98000.0,1,4,116,3.125,0
F116Q1150443,201608,97000.0,1,5,115,3.125,0
F116Q1150444,201607,165000.0,0,3,237,3.875,0
F116Q1150449,201612,88410.73,1,8,352,3.75,0
F116Q1150477,201612,197371.59,1,9,351,4.0,0
F116Q1150507,201608,212000.0,0,4,176,3.5,0
F116Q1150521,201606,293000.0,0,3,357,3.75,0
F116Q1150641,201606,117000.0,0,2,358,4.25,0
F116Q1150645,201607,339000.0,1,4,356,3.625,0
F116Q1150677,201610,317000.0,0,6,354,3.875,0
F116Q1150683,201608,156000.0,1,4,356,3.75,0
F116Q1150749,201610,372335.08,0,7,353,4.25,0
F116Q1150752,201607,214000.0,1,3,357,4.125,0
F116Q1150795,201611,105385.69,0,7,353,4.375,0
F116Q1150807,201608,209000.0,0,4,356,3.875,0
F116Q1150810,201610,388768.17,0,7,353,3.75,0
F116Q1150875,201605,132000.0,0,1,359,4.0,0
F116Q1150897,201609,182000.0,0,5,355,4.375,0
F116Q1150923,201608,100000.0,1,4,356,4.5,0
F116Q1150952,201610,399000.0,0,6,174,3.125,0
F116Q1150954,201603,270000.0,0,0,360,4.625,0
F116Q1150962,201610,353000.0,0,6,354,3.875,0
F116Q1151005,201607,189000.0,0,3,177,3.125,0
F116Q1151016,201605,399000.0,1,1,238,3.375,0
F116Q1151094,201609,62000.0,0,5,235,3.875,0
F116Q1151132,201605,416000.0,0,1,359,3.75,0
F116Q1151191,201610,329000.0,1,6,354,3.75,0
F116Q1151253,201610,256105.47,0,7,233,4.25,0
F116Q1151263,201604,140000.0,0,2,238,4.25,0
F116Q1151275,201608,266000.0,0,5,355,3.75,0
F116Q1151325,201608,295000.0,1,4,355,4.25,0
F116Q1151363,201606,363000.0,1,3,357,3.99,0
F116Q1151369,201606,288000.0,1,3,297,3.875,0
F116Q1151388,201609,598000.0,0,6,354,4.125,0
F116Q1151505,201605,180000.0,0,1,359,3.625,0
F116Q1151541,201612,154961.71,1,9,351,4.125,0
F116Q1151559,201610,113181.14,0,8,352,4.625,0
F116Q1151568,201606,144000.0,1,2,358,4.5,0
F116Q1151587,201605,175000.0,1,3,357,4.75,0
F116Q1151612,201604,384000.0,0,1,360,3.75,0
F116Q1151615,201612,356387.24,1,9,351,4.125,0
F116Q1151626,201606,189000.0,0,2,358,4.5,0
F116Q1151627,201608,275000.0,1,4,356,4.625,0
F116Q1151627,201610,275000.0,1,6,354,4.625,0
F116Q1151662,201611,179661.32,1,8,172,3.75,0
F116Q1151683,201609,261442.93,1,7,173,3.625,0
F116Q1151693,201608,225000.0,1,6,174,3.875,0
F116Q1151748,201612,231821.02,0,10,230,3.75,0
F116Q1151767,201606,300000.0,0,4,236,3.875,0
F116Q1151781,201605,257000.0,0,2,238,3.875,0
F116Q1151807,201606,247000.0,0,4,236,4.125,0
F116Q1151811,201607,268000.0,0,4,236,3.875,0
F116Q1151831,201611,180436.14,0,8,232,3.875,0
F116Q1151864,201605,202000.0,0,2,358,4.0,0
F116Q1151894,201606,333000.0,1,4,356,4.25,0
F116Q1151894,201607,333000.0,1,5,355,4.25,0
F116Q1151894,201608,333000.0,1,6,354,4.25,0
F116Q1151894,201609,333053.05,1,7,353,4.25,0
F116Q1151894,201610,333053.05,1,8,352,4.25,0
F116Q1151894,201611,333053.05,1,9,351,4.25,0
F116Q1151894,201612,333053.05,1,10,350,4.25,0
F116Q1151909,201604,301000.0,1,2,358,4.125,0
F116Q1151940,201604,209000.0,0,1,359,4.375,0
F116Q1152016,201606,568000.0,1,2,358,4.25,0
F116Q1152042,201608,101000.0,1,4,356,4.125,0
F116Q1152052,201607,247000.0,0,3,357,4.125,0
F116Q1152069,201606,323000.0,1,2,178,3.0,0
F116Q1152076,201606,349000.0,1,2,358,3.875,0
F116Q1152089,201612,106031.39,1,8,172,3.875,0
F116Q1152102,201604,152000.0,0,0,360,3.75,0
F116Q1152148,201607,257000.0,0,3,357,3.875,0
F116Q1152238,201609,0.0,1,5,355,4.25,0
F116Q1152314,201608,143000.0,0,6,354,4.875,0
F116Q1152315,201610,134986.44,1,7,353,4.875,0
F116Q1152315,201611,0.0,1,8,352,4.875,0
F116Q1152356,201610,181000.0,0,6,354,4.125,0
F116Q1152374,201607,442000.0,0,5,355,4.25,0
F116Q1152404,201606,374000.0,1,2,358,3.625,0
F116Q1152439,201611,300703.73,1,7,353,3.75,0
F116Q1152471,201607,414000.0,0,4,356,3.75,0
F116Q1152492,201604,317000.0,0,0,180,2.99,0
F116Q1152519,201608,439000.0,0,4,356,4.25,0
F116Q1152521,201610,127000.0,0,6,354,3.625,0
F116Q1152530,201606,166000.0,1,3,357,4.5,0
F116Q1152561,201606,270000.0,1,2,358,3.875,0
F116Q1152586,201606,143000.0,1,3,357,3.875,0
F116Q1152594,201612,329258.19,1,8,352,4.25,0
F116Q1152655,201609,34000.0,1,5,175,3.5,0
F116Q1152655,201610,34000.0,1,6,174,3.5,0
F116Q1152655,201611,33931.48,1,7,173,3.5,0
F116Q1152674,201607,357000.0,0,3,357,3.75,0
F116Q1152677,201609,254000.0,1,5,355,4.375,0
F116Q1152677,201610,253000.0,1,6,354,4.375,0
F116Q1152699,201607,240000.0,1,3,357,3.75,0
F116Q1152720,201612,153874.32,1,8,112,3.125,0
F116Q1152735,201608,333000.0,0,4,356,3.375,0
F116Q1152746,201609,293000.0,0,6,354,3.875,0
F116Q1152772,201611,403136.74,1,8,352,3.875,0
F116Q1152783,201604,44000.0,0,1,179,3.0,0
F116Q1152801,201607,175000.0,1,4,356,4.0,0
F116Q1152806,201608,293000.0,0,6,354,4.125,0
F116Q1152844,201608,265000.0,0,5,175,2.75,0
F116Q1152847,201611,74252.57,0,7,353,4.125,0
F116Q1152847,201612,74144.32,0,8,352,4.125,0
F116Q1152878,201611,177368.49,1,7,173,3.125,0
F116Q1152997,201608,601000.0,1,4,356,4.375,0
F116Q1153011,201605,186000.0,1,2,178,3.375,0
F116Q1153025,201603,450000.0,0,0,180,3.375,0
F116Q1153049,201610,151000.0,1,6,354,4.5,0
F116Q1153050,201608,198000.0,0,5,355,4.125,0
F116Q1153052,201605,361000.0,0,2,358,4.125,0
F116Q1153060,201606,416000.0,1,3,357,4.25,0
F116Q1153063,201610,385768.26,0,7,353,4.375,0
F116Q1153104,201606,227000.0,0,2,358,4.125,0
F116Q1153131,201608,365000.0,1,4,356,3.875,0
F116Q1153131,201609,364000.0,1,5,355,3.875,0
F116Q1153139,201610,398508.35,0,7,353,3.75,0
F116Q1153176,201604,200000.0,0,1,360,3.75,0
F116Q1153183,201603,261000.0,0,0,360,3.75,0
F116Q1153202,201609,309000.0,0,6,354,3.875,0
F116Q1153213,201610,230000.0,0,6,354,3.75,0
F116Q1153226,201606,245000.0,1,3,358,3.99,0
F116Q1153278,201608,180000.0,0,5,355,3.992,0
F116Q1153328,201605,416000.0,0,2,358,3.75,0
F116Q1153402,201610,582140.41,1,7,353,4.125,0
F116Q1153424,201611,88202.26,0,7,353,4.0,0
F116Q1153437,201612,105063.56,1,10,350,5.25,0
F116Q1153448,201604,100000.0,0,0,180,3.375,0
F116Q1153469,201611,321121.57,1,8,172,3.75,0
F116Q1153473,201604,215000.0,0,0,180,4.25,0
F116Q1153490,201611,100260.13,1,7,173,3.0,0
F116Q1153490,201612,99337.68,1,8,172,3.0,0
F116Q1153502,201609,415000.0,1,5,355,4.25,0
F116Q1153520,201604,387000.0,0,0,360,4.375,0
F116Q1153567,201605,105000.0,0,1,359,3.99,0
F116Q1153571,201609,313000.0,0,5,355,4.0,0
F116Q1153639,201609,314000.0,0,5,175,2.875,0
F116Q1153642,201607,278000.0,0,3,357,4.125,0
F116Q1153725,201605,264000.0,1,2,178,3.375,0
F116Q1153725,201606,264000.0,1,3,177,3.375,0
F116Q1153761,201605,406000.0,0,2,178,3.125,0
F116Q1153851,201612,334402.86,1,8,352,3.75,0
F116Q1153854,201607,149000.0,0,3,357,4.25,0
F116Q1153854,201609,146000.0,0,5,355,4.25,0
F116Q1153855,201611,110676.24,1,7,353,4.75,0
F116Q1153885,201609,170000.0,0,5,175,2.8,0
F116Q1153906,201604,235000.0,0,0,360,4.375,0
F116Q1153910,201612,256970.57,1,8,352,4.25,0
F116Q1153934,201612,112077.53,0,8,352,4.0,0
F116Q1153939,201609,613000.0,1,5,355,4.375,0
F116Q1153947,201607,79000.0,0,3,177,3.625,0
F116Q1154013,201609,179000.0,1,5,355,4.375,0
F116Q1154013,201612,178284.11,1,8,352,4.375,0
F116Q1154025,201608,215000.0,0,4,356,4.125,0
F116Q1154068,201608,402000.0,0,4,356,3.75,0
F116Q1154123,201604,556000.0,0,0,360,3.75,0
F116Q1154136,201606,167000.0,1,3,357,4.25,0
F116Q1154147,201605,240000.0,0,1,359,3.875,0
F116Q1154190,201612,143231.49,0,8,352,4.875,0
F116Q1154215,201605,145000.0,0,1,359,4.375,0
F116Q1154216,201610,121000.0,0,6,234,3.875,0
F116Q1154219,201607,323000.0,1,3,357,4.125,0
F116Q1154219,201608,323000.0,1,4,356,4.125,0
F116Q1154224,201604,372000.0,0,0,360,4.125,0
F116Q1154253,201607,143000.0,1,3,237,3.75,0
F116Q1154323,201608,123000.0,1,5,355,4.5,0
F116Q1154323,201609,123000.0,1,6,354,4.5,0
F116Q1154333,201610,136601.15,0,7,353,4.25,0
F116Q1154364,201607,217000.0,0,3,177,3.625,0
F116Q1154385,201611,358939.8,0,7,353,3.75,0
F116Q1154393,201606,352000.0,0,2,358,4.125,0
F116Q1154423,201608,197000.0,0,4,356,4.0,0
F116Q1154433,201612,188967.41,0,8,352,4.25,0
F116Q1154453,201607,139000.0,0,3,357,4.0,0
F116Q1154486,201611,313443.35,0,8,352,4.125,0
F116Q1154522,201607,169000.0,1,5,355,4.125,0
F116Q1154522,201609,168800.91,1,7,353,4.125,0
F116Q1154577,201612,178549.34,1,8,352,3.625,0
F116Q1154602,201609,292000.0,0,6,354,3.625,0
F116Q1154624,201608,134000.0,1,5,355,4.125,0
F116Q1154703,201609,314000.0,0,5,355,4.125,0
F116Q1154716,201609,297000.0,0,6,354,4.0,0
F116Q1154750,201606,415000.0,0,2,357,4.125,0
F116Q1154790,201609,68000.0,1,5,355,5.125,0
F116Q1154790,201610,68000.0,1,6,354,5.125,0
F116Q1154790,201611,67515.86,1,7,353,5.125,0
F116Q1154790,201612,0.0,1,8,352,5.125,0
F116Q1154830,201606,416000.0,1,2,358,4.0,0
F116Q1154852,201607,412000.0,1,3,357,3.75,0
F116Q1154855,201609,372000.0,0,6,174,3.125,0
F116Q1154858,201612,325980.02,0,8,352,3.75,0
F116Q1154881,201612,178819.9,1,8,352,3.625,0
F116Q1154884,201609,410000.0,1,6,354,3.75,0
F116Q1154891,201606,208000.0,1,3,177,4.0,0
F116Q1154891,201607,208000.0,1,4,176,4.0,0
F116Q1154891,201612,200772.28,1,9,171,4.0,0
F116Q1154899,201611,99166.01,0,7,353,4.25,0
F116Q1154904,201610,202000.0,0,6,234,3.625,0
F116Q1154906,201612,108974.56,1,8,352,4.5,0
F116Q1154962,201610,413000.0,0,6,354,3.625,0
F116Q1154981,201609,170000.0,0,5,355,3.625,0
F116Q1154999,201607,415000.0,0,3,357,4.125,0
F116Q1155008,201604,362000.0,0,0,360,3.625,0
F116Q1155053,201610,226000.0,0,6,354,4.5,0
F116Q1155074,201612,133003.71,1,9,351,4.875,0
F116Q1155076,201607,135000.0,0,4,356,4.75,0
F116Q1155089,201608,128000.0,1,5,355,4.75,0
F116Q1155089,201609,127000.0,1,6,354,4.75,0
F116Q1155090,201605,146000.0,0,2,358,5.125,0
F116Q1155101,201607,119000.0,1,4,356,4.75,0
F116Q1155120,201612,98381.28,1,8,352,4.875,0
F116Q1155126,201606,101000.0,1,3,357,5.2,0
F116Q1155126,201607,101000.0,1,4,356,5.2,0
F116Q1155126,201608,101000.0,1,5,355,5.2,0
F116Q1155203,201612,59371.07,1,9,351,4.875,0
F116Q1155210,201606,44000.0,0,3,357,5.125,0
F116Q1155212,201605,48000.0,0,2,358,5.25,0
F116Q1155215,201605,35000.0,0,2,358,4.875,0
F116Q1155220,201604,52000.0,0,1,359,5.05,0
F116Q1155220,201606,52000.0,0,3,357,5.05,0
F116Q1155225,201608,67000.0,1,4,356,4.75,0
F116Q1155225,201609,67000.0,1,5,355,4.75,0
F116Q1155225,201610,67000.0,1,6,354,4.75,0
F116Q1155225,201611,66810.03,1,7,353,4.75,0
F116Q1155225,201612,66724.2,1,8,352,4.75,0
F116Q1155283,201612,160704.93,1,9,351,4.625,0
F116Q1155300,201610,277740.31,0,7,353,4.75,0
F116Q1155301,201606,288000.0,1,2,358,4.5,0
F116Q1155325,201606,140000.0,1,3,357,4.55,0
F116Q1155355,201609,112192.44,1,7,293,4.375,0
F116Q1155370,201611,118220.05,1,8,352,4.375,0
F116Q1155405,201611,99074.55,1,8,352,4.7,0
F116Q1155405,201612,98943.95,1,9,351,4.7,0
F116Q1155426,201606,107000.0,1,3,357,4.625,0
F116Q1155426,201607,107000.0,1,4,356,4.625,0
F116Q1155437,201609,75000.0,1,5,355,4.25,0
F116Q1155437,201610,74000.0,1,6,354,4.25,0
F116Q1155437,201611,74356.03,1,7,353,4.25,0
F116Q1155478,201609,83000.0,0,6,355,4.375,0
F116Q1155485,201605,69000.0,1,2,358,4.5,0
F116Q1155485,201606,68000.0,1,3,357,4.5,0
F116Q1155485,201608,68000.0,1,5,355,4.5,0
F116Q1155485,201609,68000.0,1,6,354,4.5,0
F116Q1155485,201610,68327.96,1,7,353,4.5,0
F116Q1155485,201612,67867.72,1,9,351,4.5,0
F116Q1155489,201607,66000.0,1,4,356,4.625,0
F116Q1155494,201605,79000.0,0,1,359,4.375,0
F116Q1155502,201607,81000.0,0,4,356,4.25,0
F116Q1155505,201608,81000.0,1,6,354,4.5,0
F116Q1155505,201609,81226.78,1,7,353,4.5,0
F116Q1155505,201610,81116.4,1,8,352,4.5,0
F116Q1155505,201611,81005.61,1,9,351,4.5,0
F116Q1155511,201609,78000.0,0,6,354,4.25,0
F116Q1155526,201612,123604.03,0,9,351,4.0,0
F116Q1155539,201611,144076.7,0,8,352,4.125,0
F116Q1155546,201604,131000.0,0,1,359,4.25,0
F116Q1155558,201609,142000.0,0,6,354,4.0,0
F116Q1155608,201608,117000.0,0,5,355,4.125,0
F116Q1155609,201610,110449.96,1,7,353,4.25,0
F116Q1155621,201610,123120.38,1,7,353,4.125,0
F116Q1155621,201611,123120.38,1,8,352,4.125,0
F116Q1155621,201612,122764.29,1,9,351,4.125,0
F116Q1155651,201608,99000.0,0,4,356,4.0,0
F116Q1155710,201606,74000.0,1,3,357,4.125,0
F116Q1155710,201607,74000.0,1,4,356,4.125,0
F116Q1155746,201603,81000.0,0,0,121,3.875,0
F116Q1155759,201608,123000.0,0,5,115,3.25,0
F116Q1155762,201610,305000.0,0,6,354,4.25,0
F116Q1155764,201605,416000.0,0,1,359,4.625,0
F116Q1155777,201609,171000.0,0,6,354,4.25,0
F116Q1155819,201611,154900.43,1,7,353,3.875,0
F116Q1155902,201606,179000.0,1,2,358,4.25,0
F116Q1155943,201612,322408.02,1,8,352,3.75,0
F116Q1155954,201607,318000.0,1,4,356,3.75,0
F116Q1155998,201609,165000.0,0,5,355,4.125,0
F116Q1156001,201611,174080.76,0,7,233,3.875,0
F116Q1156046,201604,330000.0,0,0,360,3.625,0
F116Q1156078,201606,279000.0,0,2,358,3.5,0
F116Q1156104,201612,209417.41,0,8,352,3.75,0
F116Q1156139,201612,351645.3,0,8,292,3.75,0
F116Q1156215,201608,322000.0,1,4,356,4.125,0
F116Q1156306,201607,408000.0,1,3,357,3.875,0
F116Q1156330,201612,158508.4,1,8,352,4.5,0
F116Q1156347,201609,0.0,1,5,175,3.75,0
F116Q1156355,201609,387000.0,0,5,355,3.875,0
F116Q1156381,201608,299000.0,1,4,356,5.125,0
F116Q1156393,201605,274000.0,1,2,358,4.0,0
F116Q1156425,201608,239000.0,1,4,356,4.125,0
F116Q1156443,201605,455000.0,0,1,359,4.0,0
F116Q1156460,201611,232516.68,1,8,352,4.125,0
F116Q1156492,201612,386267.37,0,8,352,3.875,0
F116Q1156496,201610,401000.0,0,6,354,3.875,0
F116Q1156501,201609,250000.0,0,5,355,4.25,0
F116Q1156520,201607,314000.0,1,4,356,4.5,0
F116Q1156526,201605,473000.0,0,1,359,4.625,0
F116Q1156534,201609,119000.0,0,5,355,3.75,0
F116Q1156552,201605,469000.0,1,2,358,4.5,0
